"samples","level_1","level_2","category","Betaproteobacteria","Alphaproteobacteria","Gammaproteobacteria","Deltaproteobacteria","Other.Proteobacteria","Actinobacteria","Firmicutes","Chloroflexi","Cyanobacteria","Candidatus.Melainabacteria","Candidatus.Margulisbacteria","Armatimonadetes","Deinococcus.Thermus","Tenericutes","Candidatus.Nealsonbacteria","Candidatus.Portnoybacteria","Candidatus.Wolfebacteria","Candidatus.Falkowbacteria","Candidatus.Magasanikbacteria","Candidatus.Staskawiczbacteria","Candidatus.Nomurabacteria","Candidatus.Uhrbacteria","Candidatus.Moranbacteria","Candidatus.Yanofskybacteria","Candidatus.Jorgensenbacteria","Candidatus.Kuenenbacteria","Candidatus.Kaiserbacteria","Candidatus.Harrisonbacteria","Candidatus.Zambryskibacteria","Candidatus.Giovannonibacteria","Candidatus.Buchananbacteria","Candidatus.Taylorbacteria","Candidatus.Wildermuthbacteria","Candidatus.Tagabacteria","Candidatus.Ryanbacteria","Candidatus.Komeilibacteria","Candidatus.Azambacteria","Candidatus.Sungbacteria","Candidatus.Terrybacteria","Candidatus.Liptonbacteria","Candidatus.Campbellbacteria","Candidatus.Niyogibacteria","Candidatus.Kerfeldbacteria","Candidatus.Colwellbacteria","Candidatus.Spechtbacteria","Candidatus.Lloydbacteria","Candidatus.Brennerbacteria","Candidatus.Parcubacteria","Candidatus.Vogelbacteria","Candidatus.Yonathbacteria","Candidatus.Adlerbacteria","Candidatus.Andersenbacteria","Candidatus.Jacksonbacteria","Candidatus.Veblenbacteria","Candidatus.Roizmanbacteria","Candidatus.Shapirobacteria","Candidatus.Levybacteria","Candidatus.Woesebacteria","Candidatus.Gottesmanbacteria","Candidatus.Daviesbacteria","Candidatus.Pacebacteria","Candidatus.Curtissbacteria","Candidatus.Beckwithbacteria","Candidatus.Amesbacteria","Candidatus.Collierbacteria","Candidatus.Woykebacteria","Candidatus.Blackburnbacteria","Candidatus.Chisholmbacteria","Candidatus.Gracilibacteria","Candidatus.Atribacteria","Candidatus.Aminicenantes","Candidatus.Berkelbacteria","Candidatus.Rokubacteria","candidate.division.WWE3","Candidatus.Peregrinibacteria","candidate.division.WOR.3","Candidatus.Desantisbacteria","Candidatus.Doudnabacteria","Candidatus.Schekmanbacteria","Candidatus.Saccharibacteria","candidate.division.CPR1","Candidatus.Bipolaricaulota","Candidatus.Poribacteria","candidate.division.CPR2","Candidatus.Eisenbacteria","candidate.division.NC10","Candidatus.Edwardsbacteria","Candidatus.Handelsmanbacteria","Candidatus.Firestonebacteria","candidate.division.CPR3","Candidatus.Raymondbacteria","Candidatus.Lindowbacteria","Candidatus.Coatesbacteria","Candidatus.Fraserbacteria","Candidatus.Riflebacteria","Candidatus.Fischerbacteria","Candidatus.Glassbacteria","Candidatus.Dadabacteria","Candidatus.Abawacabacteria","Candidatus.Wirthbacteria","Candidatus.Wallbacteria","Candidatus.Delongbacteria","Bacteroidetes","Ignavibacteriae","Chlorobi","Balneolaeota","Candidatus.Marinimicrobia","Gemmatimonadetes","Candidatus.Cloacimonetes","candidate.division.Zixibacteria","Candidatus.Hydrogenedentes","Fibrobacteres","Candidatus.Latescibacteria","Candidatus.Fermentibacteria","Planctomycetes","Verrucomicrobia","Candidatus.Omnitrophica","Lentisphaerae","Chlamydiae","Kiritimatiellaeota","Nitrospirae","Acidobacteria","Elusimicrobia","Spirochaetes","Nitrospinae","Candidatus.Tectomicrobia","Fusobacteria","Thermotogae","Synergistetes","Caldiserica","Thermodesulfobacteria","Deferribacteres","Dictyoglomi","Aquificae","Calditrichaeota","Chrysiogenetes","Coprothermobacterota","Euryarchaeota","Candidatus.Woesearchaeota","Candidatus.Micrarchaeota","Candidatus.Diapherotrites","Candidatus.Aenigmarchaeota","Nanoarchaeota","Candidatus.Parvarchaeota","Crenarchaeota","Thaumarchaeota","Candidatus.Bathyarchaeota","Candidatus.Verstraetearchaeota","Candidatus.Korarchaeota","Candidatus.Heimdallarchaeota","Candidatus.Thorarchaeota","Candidatus.Odinarchaeota","Candidatus.Lokiarchaeota","Rhodothermaeota"
"SRR3309327","free-living","groundwater","Porous Contaminated",0.0600879,0.042212979,0.087517879,0.004589777,0,0.002714661,0.010538718,0.000778556,0.001043858,0.000278706,0.000198492,6.34e-05,4.36e-05,0.002339612,0.000508667,0.000108386,0.002635737,0.010947888,0.000866225,0.000438131,0.030640897,0.028439563,0.086346419,0.005898276,0.000703145,8.67e-05,0.001290879,0.000145733,0.002038827,0.001408082,0.000239997,0.000374117,0.000312182,0.000245803,0.000168528,0.000261144,0.001648079,0.000191467,0.000340784,0.000302935,0.000148887,4.65e-05,5.25e-05,0.000141504,4.24e-05,6.25e-05,6.91e-05,5.58e-05,0.000154048,6.82e-05,0.000514689,2.77e-05,1.76e-05,0.000253617,0.002076604,0.020333216,0.002444628,0.065802955,0.001943416,0.001740838,0.001468942,0.001817396,0.000917121,0.002196531,0.031244545,0.000281287,0.000270964,0.000152184,6.24e-06,2.12e-05,3.15e-05,0.003071502,9.5e-05,0.240034554,0.000521284,1.49e-05,4.37e-06,0.000246162,4.92e-05,9.02e-05,0.000160356,2.65e-06,1.32e-05,5.91e-05,1.39e-05,1.8e-05,5e-05,2.51e-06,0.001724064,6.09e-05,3.44e-06,3.8e-06,1.29e-06,2.44e-06,2.96e-05,4.66e-06,1.32e-05,7.02e-06,2.29e-06,6.45e-07,0.000122149,2.19e-05,0.012087157,0.000941923,1.72e-05,3.18e-05,0.000328885,5.47e-05,3.26e-05,2.23e-05,8.32e-06,7.38e-06,1.94e-06,1.08e-06,0.000979701,0.000692464,0.000288598,0.000148027,0.000104371,4.87e-06,0.000358347,0.000143009,0.001060703,0.234700071,0.000127382,7.53e-06,0.000380569,6.51e-05,2.32e-05,6.81e-06,1.08e-05,0.000335049,3.43e-05,1.78e-05,8.03e-06,4.3e-06,5.02e-07,0.001043929,0.000165303,1.97e-05,2.51e-05,1.57e-05,3.66e-05,1.86e-06,0.000141073,9.58e-05,1.15e-05,3.58e-07,0,3.42e-05,7.17e-08,3.01e-06,8.6e-07,0
"SRR3546449","free-living","groundwater","Subsurface saline",0.138458648,0.165512477,0.204501006,0.055342344,0,0.028913413,0.117362226,0.018137406,0.004167023,7.93e-05,3.67e-05,0.00058634,0.000497057,0.019933798,0.000103724,5.88e-05,2.78e-05,0.00046027,0.000425923,2.09e-05,0.00028229,7.38e-05,0.000434803,6.91e-05,0.000134949,2.4e-05,0.000230574,4.85e-05,0.000133388,1.11e-05,3.18e-05,8.5e-05,3.39e-05,3.61e-06,2.22e-05,5.02e-05,5.56e-06,8e-06,4e-06,4.12e-05,3e-05,1.76e-06,3.71e-05,5.66e-06,1.58e-05,6.73e-06,4.88e-07,0.000157392,4.88e-06,3.55e-05,3.02e-06,8.66e-05,3.9e-07,9.76e-08,0.000609173,4.36e-05,0.000575314,0.000607319,0.000518524,4.26e-05,0.000147341,2.15e-05,2.02e-05,7.51e-06,1.98e-05,2.88e-05,2.63e-06,4.39e-06,5.85e-06,0.001219126,0.000244821,4.55e-05,9.69e-05,0.000224232,0.000442024,5.72e-05,0.000394308,6.04e-05,0.000675135,0.006034256,5.85e-07,1.44e-05,7.62e-05,3.1e-05,2.78e-05,3.01e-05,4.1e-06,5.98e-05,0.000163149,3.12e-06,0.000164807,1.06e-05,4.59e-06,2.73e-06,0.006131052,1.88e-05,1.09e-05,1.15e-05,9.66e-06,3.9e-06,0.000147146,2.73e-06,0.111037777,0.002176258,0.000543016,0.000261116,0.001215321,0.000337909,0.001628949,0.000126265,6.08e-05,0.000128509,6.64e-06,1.19e-05,0.0026216,0.002649116,0.001380421,0.000576289,0.000184713,3.12e-05,0.002668437,0.001306067,0.006027815,0.025753775,0.000668207,1.83e-05,0.001270354,0.000518817,0.001315825,5.55e-05,2.12e-05,0.000439779,3.94e-05,0.000215352,1.95e-05,2.17e-05,8.2e-06,0.095221921,0.000681868,0.000146561,0.000137974,3.32e-06,1.4e-05,0.000268629,0.000556774,0.000515109,0.000189494,6.83e-07,2.34e-06,8.06e-05,1.85e-06,1.46e-06,4.29e-06,1.95e-07
"SRR3546450","free-living","groundwater","Subsurface saline",0.20530501,0.224090054,0.10279426,0.031818023,0,0.024695043,0.216606956,0.028817909,0.003502791,9.14e-05,7.75e-05,0.0003223,0.000298591,0.018772909,5.06e-05,4.8e-05,1.95e-05,0.000546403,0.000608719,2.97e-05,0.000250083,7.69e-05,0.000321937,8.21e-05,8.36e-06,3.93e-05,0.000326661,4.86e-05,1.61e-05,1.5e-05,5.33e-05,0.000115549,0.000121453,5.54e-06,6e-06,0.000133989,1.31e-05,6.54e-06,5.54e-06,3.29e-05,0.000127994,2.63e-06,7.44e-05,4.72e-06,8.76e-05,4.18e-06,1.36e-06,8.9e-06,6.27e-06,4.23e-05,2.27e-06,2.66e-05,0,0,0.000241271,0.000129538,0.000118546,0.000401331,0.000219288,0.000105647,4.02e-05,2.19e-05,7.45e-06,8.81e-06,8.06e-05,0.000105919,4.18e-06,4.72e-06,9.17e-06,0.001002601,0.000172051,0.000128539,0.000120908,0.000231642,0.000588643,7.1e-05,1.99e-05,0.00024872,7.49e-05,0.040481223,5.45e-07,1.69e-05,9.39e-05,0.000104012,2.32e-05,2.53e-05,3.91e-06,3.05e-05,2.67e-05,5.45e-06,8.54e-06,9.45e-06,4.63e-06,2.27e-06,0.009004427,4.05e-05,9.08e-06,1.65e-05,4.09e-05,2.18e-06,6.63e-06,1.45e-06,0.067683905,0.001749034,0.00018604,0.000129901,0.001011413,0.000386252,0.001848685,4.01e-05,5.33e-05,7.62e-05,6.81e-06,1.57e-05,0.001756301,0.0018416,0.000633973,0.000493443,7.21e-05,1.82e-05,0.000733261,0.000856712,0.001746127,0.011122544,0.000188766,1.67e-05,0.001750578,0.000680392,0.004980486,5.87e-05,2.75e-05,0.000120908,8.52e-05,0.000145253,1.99e-05,1.8e-05,1.5e-05,0.021645271,0.000201211,0.000108372,5.63e-06,4.63e-06,2.71e-05,8.18e-07,0.000152248,6.35e-05,2.1e-05,1.82e-06,3.54e-06,3.71e-05,5.09e-06,9.08e-07,6.81e-06,0
"SRR3546451","free-living","groundwater","Subsurface saline",0.103921836,0.096051839,0.101810553,0.333282612,0,0.01565058,0.088099955,0.030614212,0.0028148,6.85e-05,4.97e-05,0.000295315,0.000348774,0.018186564,8.7e-05,5.3e-05,0.000104614,0.000224436,0.000276696,5.09e-05,0.000124983,0.000125168,0.000282134,0.000126366,1.81e-05,4e-05,0.000165262,6.18e-05,7.56e-05,2.85e-05,5.6e-05,5.77e-05,2.86e-05,1.19e-05,1.52e-05,4.91e-05,2.92e-05,1.52e-05,1.28e-05,3.18e-05,2.99e-05,6.36e-06,5.28e-05,1.22e-05,1.4e-05,6.64e-06,2.49e-06,9.22e-06,2.06e-05,1.32e-05,1.18e-05,1.19e-05,1.84e-07,0,0.000240197,6.56e-05,7.92e-05,0.00012526,0.000178903,7.78e-05,4.85e-05,2.77e-05,1.8e-05,1.43e-05,1.15e-05,2.8e-05,1.04e-05,7.1e-06,1.51e-05,0.000310246,0.000323058,5.35e-05,0.000146275,0.000106457,0.000547309,0.000118624,2.45e-05,4.89e-05,8.06e-05,0.003847388,5.53e-07,3.31e-05,0.000131251,7.6e-05,2.73e-05,2.61e-05,3.78e-06,4.88e-05,4.11e-05,9.59e-06,3.06e-05,1.44e-05,5.81e-06,2.3e-06,0.002372657,3.2e-05,2.89e-05,5.37e-05,8.94e-06,1.4e-05,9.12e-06,3.23e-06,0.166052841,0.003564885,0.000477905,0.000205909,0.001070009,0.00041145,0.006021049,8.62e-05,8.58e-05,9.94e-05,1.21e-05,2.3e-05,0.00227256,0.002106284,0.000830181,0.000487952,0.00015328,5.64e-05,0.001039962,0.00122246,0.001604784,0.019647561,0.000218629,1.78e-05,0.000800134,0.000413754,0.000985765,0.000102494,2.28e-05,0.000226279,4.53e-05,0.000148118,7.59e-05,1.61e-05,9.95e-06,0.028282571,0.000152174,2.73e-05,7.47e-06,3.23e-06,1.02e-05,2.77e-06,9.01e-05,0.000150976,4.53e-05,1.57e-06,3.96e-06,7.64e-05,4.7e-06,2.4e-06,6.91e-06,0
"SRR3546453","free-living","groundwater","Subsurface saline",0.305067014,0.157978872,0.203371375,0.027807797,0,0.013357113,0.140212747,0.014862635,0.002936208,3.73e-05,2.67e-05,0.00024596,0.000334724,0.008727128,4.52e-05,2.7e-05,1.15e-05,0.000376251,0.000486643,1.15e-05,0.000170087,7.93e-05,0.000341645,9.12e-05,3.53e-05,1.53e-05,0.000270617,4.31e-05,5.16e-05,7.27e-06,3.54e-05,0.000126657,9.65e-05,2.08e-06,7.87e-06,0.000113161,8.56e-06,6.58e-06,1.9e-06,2.09e-05,9.09e-05,1.3e-06,2.77e-05,4.84e-06,7.28e-05,3.63e-06,1.73e-07,4.2e-05,2.85e-06,4.07e-06,1.04e-06,3.91e-05,1.73e-07,0,0.000363966,0.000108143,0.000185141,0.000416307,0.000262571,8.98e-05,5.34e-05,1.02e-05,2.04e-05,1.77e-05,5.84e-05,6.4e-05,6.06e-07,2.85e-06,2.85e-06,0.000442694,0.000113074,9.14e-05,9.7e-05,0.000180988,0.000445376,3.7e-05,0.000127436,0.000220438,0.000173202,0.032455833,2.6e-07,1.39e-05,0.000108662,9.52e-05,3.73e-05,1.12e-05,1.37e-05,2.82e-05,4.31e-05,2.34e-06,4.16e-05,1.05e-05,2.85e-06,1.12e-06,0.009415609,2.04e-05,6.83e-06,5.36e-06,3.29e-05,1.73e-06,3.3e-05,1.47e-06,0.06608532,0.001377394,0.000222947,0.000133665,0.001064991,0.000407569,0.000685539,4.75e-05,3.06e-05,5.81e-05,6.49e-06,1.41e-05,0.002389438,0.001688067,0.00055845,0.00065673,9.48e-05,1e-05,0.000920772,0.000816954,0.003831112,0.010299266,0.000234108,9.34e-06,0.001241307,0.000430495,0.000533707,3.84e-05,1.51e-05,0.000134357,3.74e-05,9.25e-05,1.09e-05,8.56e-06,6.23e-06,0.02784964,0.000256082,0.00010027,3.16e-05,3.46e-07,1.09e-05,5.61e-05,0.000201319,0.000128301,4.94e-05,1.38e-06,9.52e-07,4.65e-05,9.52e-07,2.6e-07,2.42e-06,0
"SRR3546454","free-living","groundwater","Subsurface saline",0.16185762,0.042005021,0.04859531,0.481061747,0,0.011626827,0.039253147,0.051620643,0.002220488,3.05e-05,0.000132773,0.000228799,0.000295141,0.007660974,0.00010148,4.83e-05,0.000120703,0.000278422,0.000259556,9.4e-05,6.51e-05,9.07e-05,0.000245608,5.02e-05,1.1e-05,0.000168001,6.05e-05,2.97e-05,1.55e-05,9.77e-05,0.000189101,0.000100586,1.33e-05,2.86e-06,5.19e-06,1.32e-05,6.66e-05,6.88e-06,2.42e-05,2.61e-05,4.43e-05,8.06e-05,1.19e-05,4.38e-06,1.57e-05,4.74e-06,4.47e-07,3.49e-06,4.02e-06,9.66e-06,3.31e-06,5.63e-06,8.94e-08,8.94e-08,8.33e-05,0.000133846,0.000107828,0.000191337,6.52e-05,3.51e-05,4.93e-05,1.22e-05,0.000111583,5.81e-06,6.97e-06,3.57e-05,1.97e-06,1.57e-05,6.53e-06,0.002981364,0.000509724,4.42e-05,9.58e-05,0.000188386,0.000137154,0.000538067,5.9e-05,3.46e-05,0.000115517,0.000341277,9.84e-07,2.35e-05,0.000114981,1.73e-05,9.84e-06,3.15e-05,1.96e-05,6.37e-05,0.000107649,2.77e-06,0.000144575,6.54e-05,5.86e-05,2.06e-06,0.000496849,9.65e-05,0.00011659,0.000174975,1.43e-06,5.19e-06,1.76e-05,1.32e-05,0.04144252,0.002133582,0.000628907,0.000113103,0.000330011,0.000427557,0.000899729,9.2e-05,5.36e-05,0.000155483,5.63e-06,2.43e-05,0.00261237,0.002597171,0.00111306,0.001754127,5.9e-05,5.85e-05,0.003890928,0.001578974,0.002765976,0.016172591,0.000579553,9.3e-06,0.000250973,0.000408602,0.009443712,4.85e-05,7.73e-05,0.000277885,6.26e-06,4.96e-05,0.000162189,2.25e-05,6.26e-07,0.071191425,3.74e-05,5.2e-05,4.2e-06,3.31e-06,3.84e-06,8.94e-07,0.000212974,4.2e-05,0.000127319,1.61e-06,5.1e-06,2.38e-05,8.14e-06,1.88e-06,1.58e-05,8.94e-08
"SRR3546455","free-living","groundwater","Subsurface saline",0.227281691,0.249627173,0.105129609,0.150681971,0,0.0122736,0.10216514,0.043792163,0.002051932,6.31e-05,4.12e-05,0.000219785,0.000318325,0.007243521,3.86e-05,3.54e-05,3.81e-05,0.000126392,0.000186333,2.12e-05,0.000105124,6.77e-05,0.00015553,6.22e-05,5.68e-06,2.56e-05,0.000101567,6.43e-05,2.01e-05,1.14e-05,2.94e-05,3.78e-05,3.98e-05,3.25e-06,3.63e-06,3.66e-05,1.13e-05,7.64e-06,5.22e-06,1.46e-05,1.77e-05,1.97e-06,4.56e-05,6.58e-06,9.69e-06,3.18e-06,1.51e-06,6.51e-06,7.57e-06,5.9e-06,5.45e-06,5.15e-06,1.51e-07,7.57e-08,0.000130933,3.87e-05,6.8e-05,9.92e-05,0.00011625,4.4e-05,3.46e-05,1.24e-05,7.57e-06,1.01e-05,1.06e-05,3.34e-05,7.64e-06,3.78e-06,1.05e-05,0.001031188,0.000187847,2.81e-05,0.00010187,9.05e-05,0.000376526,6.65e-05,1.08e-05,3.5e-05,5.53e-05,0.003552888,2.27e-07,1.75e-05,7.58e-05,3.76e-05,2.87e-05,1.75e-05,2.65e-06,3.91e-05,1.77e-05,2.42e-06,1.44e-05,1.02e-05,4.16e-06,1.14e-06,0.006625186,2.65e-05,1.63e-05,2.07e-05,6.51e-06,7.27e-06,5.15e-06,5.37e-06,0.058356402,0.002213592,0.000213579,9.95e-05,0.000607966,0.000265347,0.00309417,3.86e-05,4.03e-05,7e-05,7.11e-06,1.76e-05,0.001581483,0.001359352,0.000454253,0.00037645,7.18e-05,2.29e-05,0.000664502,0.000827372,0.000984264,0.01411044,0.000153259,1.59e-05,0.000975712,0.000398777,0.001047082,4.9e-05,2.13e-05,0.00011852,4.97e-05,9.5e-05,3.38e-05,1.34e-05,1.2e-05,0.018778601,9.7e-05,1.86e-05,2.8e-06,2.65e-06,1.26e-05,1.06e-06,5.83e-05,5.87e-05,2.84e-05,2.72e-06,3.86e-06,4.31e-05,3.71e-06,7.57e-07,5.3e-06,7.57e-08
"SRR3546457","free-living","groundwater","Subsurface saline",0.15336655,0.127378271,0.145071138,0.051510097,0,0.014348633,0.024669925,0.065068546,0.004190503,0.000350252,6.73e-05,0.001576693,0.000268783,0.001265052,0.000911222,0.000407273,0.000177027,0.001214813,0.000389906,9.71e-05,0.000239415,0.00013141,0.000564771,0.000134317,0.000205202,0.000258124,0.00019104,6.55e-05,5.73e-05,6.91e-05,0.000304859,4.69e-05,0.000182915,0.000218544,4.02e-05,7.02e-05,1.79e-05,0.000123434,3.09e-05,2.01e-05,1.58e-05,1.32e-05,8.61e-05,2.3e-05,8.65e-06,0.000139162,2.91e-06,0.000138193,1.34e-05,1.44e-05,1.04e-05,3.03e-05,1.04e-06,1.71e-06,0.00137328,0.000366725,0.000357929,0.000603084,0.000194618,5.69e-05,0.000194469,0.000326251,0.000201997,7.53e-06,0.000104129,9.62e-06,3.85e-05,5.47e-05,1.67e-05,0.112559865,0.000487476,0.000268261,0.000118366,0.00041346,0.001289873,0.001124697,0.001335266,2.74e-05,0.00038603,0.000118738,2.68e-06,2.99e-05,6.39e-05,1.04e-05,1.35e-05,2.95e-05,5.74e-06,3.45e-05,0.000191487,4.25e-05,2.29e-05,2.18e-05,0.000186568,1.19e-06,0.000248657,8.72e-06,2.96e-05,4.16e-05,4.47e-07,2.31e-06,4.84e-06,3.5e-06,0.049171843,0.002406148,0.000152206,0.000448642,0.001326098,0.000288684,0.000433063,0.000333481,4.52e-05,4.03e-05,2.54e-05,6.48e-06,0.003141982,0.001121865,0.002220549,0.000767215,3.54e-05,2.09e-05,0.015218635,0.001024146,0.002813123,0.002571621,0.000786968,1.47e-05,0.001388411,0.000354352,0.000138714,0.001081987,0.000230023,0.000371421,3.07e-05,0.000439399,2.54e-05,4.32e-06,4.47e-06,0.493026488,0.001251262,0.000117024,0.000517738,0.000191412,2.83e-06,7.45e-07,0.000294871,0.000152504,0.000162939,1.94e-06,0,8.18e-05,9.69e-07,7.45e-07,4.62e-06,0
"SRR3989308","free-living","groundwater","Porous Contaminated",0.040444552,0.020552309,0.043292297,0.167761166,0,0.006528659,0.013792055,0.005808827,0.001625075,0.014200142,9.8e-05,0.000286842,0.000174505,0.033960805,0.001946455,0.001472747,0.001047756,0.026909359,0.018921768,0.003997976,0.009132779,0.014726201,0.015474936,0.011499681,0.001095017,0.002397077,0.003108729,0.000830534,0.00199408,0.003961076,0.002561039,0.002099874,0.000662391,0.000435171,0.000781636,0.001740503,0.001712873,0.000828716,0.006105485,0.001315511,0.000540056,0.000223948,0.012248234,0.000127243,0.000844167,0.000544237,0.000310655,8.53e-05,0.000235763,0.00013306,0.000285752,0.000250487,0.0017525,0.000521333,0.019262597,0.001280247,0.004142125,0.006093306,0.005961518,0.006939109,0.000768548,0.003888547,0.00262666,0.002031344,0.002252384,0.000173778,0.000998131,0.000291387,2.91e-05,0.000129606,0.000509336,0.004888678,0.002706278,0.009949679,0.051741021,9.07e-05,5.07e-05,0.000608949,0.001303878,0.000444078,0.000343374,2.38e-05,5.53e-05,5.02e-05,4.6e-05,0.000349555,0.002560857,4e-05,0.013722799,0.006847857,0.028396467,8.51e-05,8.91e-06,6.91e-06,6.85e-05,2.58e-05,0.00068893,3.87e-05,1.6e-05,1.53e-05,3.6e-05,0.000143785,0.057707629,0.066519755,0.000137786,6.16e-05,0.000613493,0.000722377,0.000152328,0.000197227,6.49e-05,6.36e-05,1.95e-05,1.49e-05,0.064676549,0.002250566,0.042876544,0.015881386,0.000343556,2.31e-05,0.013440138,0.002802074,0.141180521,0.004468049,0.012565796,5.18e-05,0.000318108,0.000187411,0.000122335,8.73e-05,4.22e-05,0.000104521,4.53e-05,8.94e-05,3.82e-05,8e-06,2e-06,0.003416476,0.003437744,0.000159236,0.000204861,0.000310655,0.000199953,4.27e-05,0.000159963,0.000573503,0.00013924,6.91e-06,1.27e-06,4.6e-05,1.82e-06,2.22e-05,7.82e-06,0
"SRR3989310","free-living","groundwater","Porous Contaminated",0.107905607,0.052087839,0.060203008,0.198401417,0,0.014750328,0.019729054,0.047341699,0.002965396,0.00240754,0.000822487,0.0006485,0.000462345,0.005555745,0.000383868,0.000198018,0.00142019,0.007851957,0.01000612,0.004771887,0.001902915,0.012510388,0.012424915,0.000909786,0.000322729,0.00038113,0.000883322,0.000144179,0.000445615,0.000618995,0.000398773,0.000467212,0.000115586,8.33e-05,0.000133228,0.000388126,0.000287445,0.000123495,0.000368659,0.000270715,0.000132316,3.32e-05,0.002106103,9.76e-05,0.000153,0.002573619,0.000162125,4.75e-05,0.000130795,0.000181896,7.91e-05,4.78e-05,0.000324858,0.000118324,0.003969171,0.000456566,0.000851384,0.002040097,0.00160087,0.00121031,0.000274669,0.002424574,0.000511317,0.000637854,0.000497933,7.91e-05,0.000177029,5.23e-05,3.13e-05,0.000100073,0.000780207,0.001373651,0.001016247,0.003459983,0.019067779,0.000114978,7.79e-05,0.000119845,0.000329421,0.000219006,6.97e-05,4.75e-05,8.24e-05,4.14e-05,0.000113153,0.000159692,0.023115731,0.000111632,0.003477626,0.000885756,0.026016642,4.32e-05,2.56e-05,1.4e-05,0.000189196,2.86e-05,0.000492458,3.92e-05,2.68e-05,9.13e-06,6.94e-05,0.004327489,0.148716932,0.070953842,0.000247598,9.49e-05,0.000852601,0.00063542,0.000184634,0.000224177,0.000150566,0.000108286,3.25e-05,4.71e-05,0.043468646,0.003681727,0.018399812,0.090242755,0.000235127,6.72e-05,0.004804738,0.00483911,0.033924871,0.008676574,0.001788545,5.66e-05,0.000490937,0.000202276,0.000185851,9.06e-05,4.47e-05,0.000119845,1.64e-05,6.94e-05,6.39e-05,1.86e-05,2.43e-06,0.004441858,0.000520747,4.84e-05,4.81e-05,5.02e-05,3.89e-05,1.06e-05,0.000189501,0.000240906,7.97e-05,6.39e-06,2.13e-06,7.6e-05,8.21e-06,1.03e-05,3.95e-06,3.04e-07
"SRR3989311","free-living","groundwater","Porous Contaminated",0.056089249,0.019745346,0.041700828,0.130439536,0,0.006868511,0.011918961,0.007034955,0.001592696,0.005497622,0.000124432,0.000327013,0.000204183,0.024613887,0.001369288,0.000858742,0.002091848,0.037527236,0.020411498,0.005811639,0.006263084,0.027083304,0.006993834,0.006830238,0.000864082,0.00174828,0.002100571,0.00047245,0.001952641,0.002265591,0.001327988,0.001773202,0.000375255,0.000262393,0.000336091,0.001443876,0.000916419,0.000490074,0.002842535,0.000950241,0.000578369,0.000104495,0.006975142,8.17e-05,0.000546861,0.000571071,0.000431151,7.81e-05,0.00021878,0.000384689,0.000284467,0.000112149,0.001906713,0.000347484,0.018202872,0.00119786,0.00289238,0.004749427,0.005333492,0.004702965,0.000751399,0.003550499,0.002221621,0.001759139,0.001871822,0.000151846,0.00061593,0.000190297,2.19e-05,0.000123008,0.000536002,0.003445649,0.002398389,0.008476872,0.081932775,8.01e-05,4.81e-05,0.00032096,0.0010866,0.00031473,0.000261503,2.58e-05,5.14e-05,4.01e-05,5.34e-05,0.000302269,0.001560653,5.52e-05,0.015999587,0.00395121,0.061277218,0.000100222,1.34e-05,8.01e-06,6.46e-05,2.92e-05,0.001850817,4.74e-05,1.41e-05,1.78e-05,5.47e-05,0.000199376,0.091883251,0.070548213,0.000153092,5.86e-05,0.000568222,0.001004892,0.000143836,0.000210947,7.1e-05,6.85e-05,2.31e-05,1.57e-05,0.059601034,0.002329498,0.03786849,0.020152843,0.000329505,2.97e-05,0.00712592,0.002585305,0.092771187,0.005059706,0.006346395,6.28e-05,0.000292478,0.000179439,0.000135291,0.000111437,3.68e-05,0.000106631,4.59e-05,8.6e-05,4.04e-05,9.61e-06,2.14e-06,0.003082321,0.001875917,9.84e-05,0.000124432,0.000161637,9.74e-05,2.94e-05,0.000134757,0.000343034,0.000141344,5.16e-06,1.6e-06,3.12e-05,1.42e-06,2.53e-05,6.23e-06,0
